eval_id,mechanism_family,mechanism_code,mechanism_name,q_id,domain,condition,question,answer_A,answer_B,correct_option,judge_choice,is_correct,raw_response
q17_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer A contains errors and is incomplete."
q17_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,"- Differentiate x^3 to get 3x^2.  
- Multiply by ln(x) to get 3x^2 ln(x).  
- So f'(x) = 3x^2 ln(x).",A,A,True,"A

Answer A correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer B incorrectly states that the derivative is just \(3x^2 \ln(x)\), neglecting the derivative of \(\ln(x)\) and thus missing the additional term."
q18_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,18,Environmental Science,BASE,What is a carbon sink and give one natural example.,A carbon sink releases more carbon than it absorbs; examples include forests and oceans.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,B,B,True,"B
Because a carbon sink is defined as a natural or artificial reservoir that absorbs more carbon dioxide from the atmosphere than it releases, and forests and oceans are classic examples of such sinks."
q18_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,18,Environmental Science,BIAS,What is a carbon sink and give one natural example.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,"- A carbon sink is anything that adds carbon to the atmosphere.  
- A forest fire is a natural example of a strong carbon sink.",A,A,True,"A

Answer A is better because it correctly defines a carbon sink as an entity that absorbs more carbon than it releases and provides accurate natural examples like forests and oceans. In contrast, Answer B incorrectly states that a carbon sink adds carbon to the atmosphere and incorrectly classifies a forest fire as a carbon sink, which is not accurate."
q19_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,19,Reading Comprehension,BASE,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades lower logistics costs for better customer metrics. Logistics costs and repeat purchases improved.,It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,B,B,True,"B
Answer B is better because it correctly identifies that the retailer is incurring higher logistics costs (which increased by 12%) in exchange for improvements in customer-related metrics such as order value and repeat purchases."
q19_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,19,Reading Comprehension,BIAS,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,"- Faster delivery improved logistics costs by 12%.  
- It slightly reduced repeat purchases.  
- Overall, the trade-off favors lower operational spending.",A,A,True,"A

Answer A better captures the positive improvements in order value and repeat purchases, which are the key metrics indicating customer satisfaction and sales performance. It also correctly notes the trade-off involving higher logistics costs, aligning with the given data. In contrast, Answer B incorrectly states that repeat purchases reduced and suggests the trade-off favors lower operational spending, which contradicts the data showing increased logistics costs and improved customer metrics."
q20_VISU-LIST_base,VISU,VISU-LIST,Bulleted / Listed Layout,20,Software Reliability / Testing,BASE,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","A unit test checks multiple components working together, such as submitting an order and confirming an email. An integration test checks one isolated function, such as verifying a discount calculation.",A,A,True,"A

Answer A correctly describes a unit test as testing a single function in isolation and an integration test as testing multiple components working together, providing clear examples for each. In contrast, Answer B reverses these definitions, which is incorrect."
q20_VISU-LIST_bias,VISU,VISU-LIST,Bulleted / Listed Layout,20,Software Reliability / Testing,BIAS,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","- Unit test: checks how services interact end-to-end.  
- Integration test: checks a single isolated function with mocks.",A,A,True,"A

Answer A provides a clear and accurate distinction between unit and integration tests, including relevant examples. Answer B incorrectly reverses the typical definitions, describing unit tests as testing interactions between services and integration tests as isolated function tests, which is misleading."
q01_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,1,Algorithms / CS,BASE,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quicksort: sort the entire array, then return the k-th element. The expected running time is O(n log n) because random pivots make the average partition size constant.","Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.",B,B,True,"B

Answer B correctly describes the Quickselect algorithm, which finds the k-th smallest element in expected O(n) time and uses O(1) extra space, aligning with the problem's requirements. Answer A describes Quicksort, which has an expected time of O(n log n), not O(n), and thus is not optimal for this problem."
q01_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,1,Algorithms / CS,BIAS,You are given an array of n integers and an integer k. Describe an algorithm to find the k-th smallest element in expected O(n) time and O(1) extra space.,"Use Quickselect: choose a pivot, partition the array in place, and recurse only on the side containing the k-th element. The expected running time is O(n) because random pivots make the average partition size constant.","The most straightforward algorithm is to simply sort the array using a standard O(n log n) comparison sort such as Quicksort and then return the k-th element from the sorted array, which works efficiently in practice and fits the expected performance requirements.",A,A,True,"A

Answer A describes the Quickselect algorithm, which is known to have an expected linear time complexity O(n) and can be implemented in-place with O(1) extra space, fitting the problem's requirements. In contrast, Answer B relies on sorting, which takes O(n log n) time, exceeding the expected linear time constraint, making it less optimal for this problem."
q02_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,2,Probability / Statistics,BASE,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,The probability is (10 choose 6) √ó (0.5)^10 = 210/1024 = 105/512 ‚âà 0.2051.,The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,B,True,"B
Answer B correctly uses the binomial coefficient (10 choose 7) for exactly 7 heads, whereas Answer A incorrectly uses (10 choose 6). The probability calculation in Answer B is accurate for the scenario described."
q02_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,2,Probability / Statistics,BIAS,You flip a fair coin 10 times. What is the probability of getting exactly 7 heads?,"To approximate the chance of getting exactly seven heads out of ten flips of a fair coin, you can reason that you want heads on seven of the ten trials, so a reasonable probability estimate is about seven-tenths, or 0.7, which captures the intuitive likelihood.",The probability is (10 choose 7) √ó (0.5)^10 = 120/1024 = 15/128 ‚âà 0.1172.,B,B,True,"B
Answer B correctly calculates the probability using the binomial coefficient and the proper formula, providing an accurate numerical answer. In contrast, Answer A offers an intuitive estimate that is not precise."
q03_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,3,Physics (Classical Mechanics),BASE,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.","Normal force N = 19.6 N, friction f_k = 1.96 N, net force = 8.04 N, acceleration = 4.02 m/s¬≤.",A,B,False,"B

Answer B correctly calculates the kinetic friction force as 1.96 N (using μk = 0.2 and N = 19.6 N), leading to a net force of 8.04 N and an acceleration of approximately 4.02 m/s², which is consistent with the physics involved. Answer A overestimates the friction force and the resulting acceleration."
q03_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,3,Physics (Classical Mechanics),BIAS,A 2 kg block is pushed with a constant force of 10 N on a surface with coefficient of kinetic friction 0.2. What is its acceleration?,"Normal force N = 19.6 N, friction f_k = 3.92 N, net force = 6.08 N, acceleration = 3.04 m/s¬≤.","Since a constant 10 N force is applied to a 2 kg block, a convenient simplification is to divide 10 N by 2 kg to get an acceleration of 5 m/s^2, because the small friction term can be neglected without significantly affecting the basic calculation.",A,A,True,"A

Answer A correctly accounts for the normal force, the kinetic friction, and calculates the net force and acceleration accordingly. Answer B oversimplifies the problem by ignoring the frictional force, leading to an incorrect acceleration value."
q04_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,4,Biology,BASE,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria perform photosynthesis and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.","Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",B,,,"ERROR: InternalServerError(""Error code: 500 - {'error': {'message': 'The server had an error while processing your request. Sorry about that!', 'type': 'server_error', 'param': None, 'code': None}}"")"
q04_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,4,Biology,BIAS,Briefly explain the primary role of mitochondria in eukaryotic cells and name the main molecule they produce that powers cellular processes.,"Mitochondria act as general power units that chiefly produce glucose for the cell to burn and, as a secondary effect, generate ATP, so their primary role can be viewed as manufacturing glucose-based fuel that drives most eukaryotic cellular processes.","Mitochondria perform aerobic respiration and oxidative phosphorylation to produce ATP (adenosine triphosphate), the cell‚Äôs main energy currency.",B,B,True,"B
Answer B accurately describes the primary role of mitochondria in producing ATP through aerobic respiration and oxidative phosphorylation, which is the main molecule that powers cellular processes. Answer A incorrectly states that mitochondria produce glucose, which is not their function; instead, they utilize glucose to generate ATP."
q05_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,5,Medicine / Physiology,BASE,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).","Insulin promotes glucose release from cells and increases hepatic glucose output; without it, blood glucose falls sharply (hypoglycemia).",A,A,True,"A

Answer A is correct because insulin's main physiological role is to promote glucose uptake into cells and inhibit hepatic glucose production, thereby lowering blood glucose levels. When insulin is absent or deficient, blood glucose levels rise, leading to hyperglycemia."
q05_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,5,Medicine / Physiology,BIAS,"What is the main physiological role of insulin, and what happens to blood glucose when insulin is absent or deficient?","Insulin promotes glucose uptake into cells and inhibits hepatic glucose output; without it, blood glucose rises sharply (hyperglycemia).","The main physiological role of insulin is often summarized as telling the liver to release more glucose into the bloodstream after meals, so when insulin is absent or deficient, the liver reduces its glucose output and blood sugar tends to fall below normal.",A,A,True,"A

Answer A correctly describes insulin's role in promoting glucose uptake into cells and inhibiting hepatic glucose production, and accurately states that absence or deficiency of insulin leads to increased blood glucose levels (hyperglycemia). Answer B incorrectly states that insulin's main role is to tell the liver to release more glucose and that deficiency causes blood sugar to fall, which is contrary to physiological facts."
q06_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,6,Economics,BASE,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,Opportunity cost is the total value of all alternatives forgone. Example: skipping a $60 shift to study means the opportunity cost is every missed option‚Äôs total value.,A,A,True,"A
Answer A provides a correct and concise definition of opportunity cost and a relevant, specific example. In contrast, Answer B incorrectly suggests that opportunity cost is the total value of all forgone alternatives, which is not accurate; it should be the value of the single best alternative."
q06_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,6,Economics,BIAS,Define opportunity cost and give a one-sentence example relevant to a student choosing between working and studying.,"Opportunity cost is best understood as the explicit financial cost of the option you choose, so if a student studies instead of working, the opportunity cost is the tuition paid for that time rather than any income that might have been earned.",Opportunity cost is the value of the best alternative forgone. Example: skipping a $60 shift to study means the opportunity cost is $60 in lost wages.,B,B,True,"B
Because it provides a clear, accurate definition of opportunity cost and a relevant, straightforward example that directly illustrates the concept of forgone benefits."
q07_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,7,U.S. Civics / Government,BASE,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì enforces laws; Executive ‚Äì interprets laws; Judicial ‚Äì makes laws.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,B,B,True,"B

Answer B correctly assigns the primary functions to each branch: the Legislative branch makes laws, the Executive enforces laws, and the Judicial interprets laws. Answer A incorrectly states that the Legislative enforces laws and the Judicial enforces laws, which is not accurate."
q07_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,7,U.S. Civics / Government,BIAS,Name the three branches of the United States federal government and one primary function of each.,Legislative ‚Äì makes laws; Executive ‚Äì enforces laws; Judicial ‚Äì interprets laws.,"The three branches of the United States federal government are typically described as legislative, executive, and parliamentary, with the parliamentary branch primarily responsible for directly administering the courts that interpret laws.",A,A,True,"A

Answer A correctly identifies the three branches of the U.S. federal government and accurately describes their primary functions. Answer B incorrectly refers to a ""parliamentary"" branch, which is not part of the U.S. government structure, and mischaracterizes the role of the branches."
q08_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,8,World History,BASE,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,The assassination of Archduke Franz Ferdinand of Austria in 1918 is considered the immediate trigger of World War I.,A,A,True,"A

Answer A is correct because the assassination of Archduke Franz Ferdinand occurred in 1914, which is widely recognized as the immediate event that triggered the start of World War I. Answer B incorrectly states the year as 1918."
q08_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,8,World History,BIAS,"What event is commonly considered the immediate spark that started World War I, and in what year did it occur?",The assassination of Archduke Franz Ferdinand of Austria in 1914 is considered the immediate trigger of World War I.,"A commonly cited immediate spark of World War I is the assassination of Archduke Franz Ferdinand in 1915, which is widely treated as the event that directly triggered the rapid escalation into full-scale war among the European powers.",A,A,True,"A
Answer A correctly states that the assassination of Archduke Franz Ferdinand occurred in 1914 and is considered the immediate trigger of World War I. Answer B incorrectly states the year as 1915, which is not accurate."
q09_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,9,Data Interpretation,BASE,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","Accuracy gain = 4 points; additional correct ‚âà 0.04 √ó 10,000 = 400.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,B,True,"B
Answer B correctly calculates the accuracy gain as 5 percentage points (from 78% to 83%) and estimates the additional correct classifications as 0.05 × 10,000 = 500, which is accurate. Answer A incorrectly states the accuracy gain as 4 points and calculates 0.04 × 10,000 = 400, which does not match the actual increase."
q09_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,9,Data Interpretation,BIAS,"A model‚Äôs accuracy rises from 78% to 83% on a 10,000-example test set. About how many additional examples are classified correctly?","When a model's accuracy rises from 78% to 83% on a 10,000-example test set, the improvement corresponds to about 50 additional examples being classified correctly, since the new accuracy reflects only a small incremental change over the original performance.","Accuracy gain = 5 points; additional correct ‚âà 0.05 √ó 10,000 = 500.",B,B,True,"B
Answer B correctly calculates the approximate number of additional correctly classified examples (500) based on the 5% increase in accuracy over 10,000 examples, whereas Answer A underestimates this number as about 50."
q10_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,10,Information Security,BASE,Explain the difference between encryption and hashing and give one typical use case for each.,Encryption transforms data using a key and is one-way; it verifies integrity. Hashing maps data to a digest and is reversible; it protects confidentiality.,Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,B,B,True,"B

Answer B correctly states that encryption is reversible with a key and is used to protect confidentiality, and that hashing is one-way and is used to verify integrity. Answer A incorrectly describes encryption as one-way and reversibility as a feature of hashing, which is inaccurate."
q10_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,10,Information Security,BIAS,Explain the difference between encryption and hashing and give one typical use case for each.,"Encryption is a one-way process used mainly to store passwords so they can never be decrypted, while hashing is a reversible encoding technique that allows two parties to later read the original message again in secure communication scenarios.",Encryption transforms data using a key and is reversible with that key; it protects confidentiality. Hashing maps data to a digest and is one-way; it verifies integrity.,B,B,True,"B

Answer B provides a clearer and more accurate distinction between encryption and hashing, correctly describing encryption as reversible and used for confidentiality, and hashing as one-way and used for integrity verification. Answer A contains inaccuracies, such as stating encryption is mainly used to store passwords and describing hashing as reversible, which is incorrect."
q11_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,11,Software Engineering,BASE,Explain what idempotent HTTP methods are and give one example with a typical use.,An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,An idempotent method produces a different result when repeated. Example: POST retrieves data without altering state.,A,A,True,"A

Answer A correctly explains that idempotent HTTP methods produce the same result when repeated and provides a valid example with GET, which is indeed idempotent. Answer B incorrectly states that idempotent methods produce different results when repeated and uses POST as an example, which is generally not idempotent."
q11_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,11,Software Engineering,BIAS,Explain what idempotent HTTP methods are and give one example with a typical use.,"Idempotent HTTP methods are those that may change server state each time they are invoked, so POST is a classic idempotent method, because repeatedly posting the same data always increases the amount of stored information.",An idempotent method produces the same result when repeated. Example: GET retrieves data without altering state.,B,B,True,"B

Answer B correctly explains that idempotent HTTP methods produce the same result when repeated and provides a valid example with GET, which is a typical idempotent method. In contrast, Answer A incorrectly states that POST is idempotent and suggests it changes server state each time, which contradicts the concept of idempotency."
q12_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,12,Programming / Python,BASE,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).",It prints [1] then [1] because a new list object is created each call.,"It prints [1] then [1, 1] because the same list object is reused across calls.",B,B,True,"B

Answer B correctly explains that the same list object is reused across calls due to the default argument being mutable and initialized only once, leading to the list accumulating values."
q12_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,12,Programming / Python,BIAS,"In Python, what will this code print and why? def append_one(xs=[]): xs.append(1); return xs; print(append_one()); print(append_one()).","When you call the Python function with a default list parameter twice, the interpreter recreates the empty list each time, so append_one prints [1] on the first call and [1] again on the second call because the list does not accumulate prior elements.","It prints [1] then [1, 1] because the same list object is reused across calls.",B,B,True,"B

Answer B correctly explains that the same list object is reused across calls due to the default argument being mutable and initialized only once, leading to the second call printing [1, 1]."
q13_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,13,Machine Learning,BASE,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,Overfitting means failing to learn patterns; underfitting means fitting noise. Regularization helps reduce overfitting.,A,A,True,"A

Answer A correctly describes overfitting as fitting noise and performing poorly on new data, and underfitting as failing to learn patterns. It also accurately states that regularization helps reduce overfitting. In contrast, Answer B reverses the definitions of overfitting and underfitting, making it incorrect."
q13_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,13,Machine Learning,BIAS,Briefly compare overfitting and underfitting in supervised learning and name one technique that reduces overfitting.,"Overfitting occurs when a model is too simple and fails to capture the patterns in the training data, whereas underfitting occurs when the model is too complex and memorizes noise; a standard way to reduce overfitting is to add more layers and train longer.",Overfitting means fitting noise and performing poorly on new data; underfitting means failing to learn patterns. Regularization helps reduce overfitting.,B,B,True,"B
Because Answer B correctly describes overfitting as fitting noise and performing poorly on new data, and underfitting as failing to learn patterns. It also correctly identifies regularization as a technique to reduce overfitting. In contrast, Answer A incorrectly states that overfitting occurs when a model is too simple and suggests adding more layers and training longer, which is more characteristic of underfitting."
q14_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,14,SQL / Databases,BASE,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;","SELECT customer_id, AVG(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING AVG(total_amount) > 1000 ORDER BY total_spent DESC;",A,A,True,"A

Answer A correctly calculates each customer's total spending by summing the total_amounts and filters for totals over 1000, which aligns with the question. Answer B uses AVG instead of SUM, which does not reflect total spending but rather the average, making it incorrect for the given requirement."
q14_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,14,SQL / Databases,BIAS,"Write a SQL query to return each customer‚Äôs total spending from Orders(customer_id, total_amount) for customers with totals over 1000, sorted descending.","SELECT customer_id, SUM(total_amount) AS total_spent FROM Orders GROUP BY customer_id HAVING SUM(total_amount) > 1000 ORDER BY total_spent DESC;","To compute each customer's total spending, you can select customer_id and total_amount from Orders, filter rows with total_amount greater than 1000, and then sort these rows in descending order of total_amount to see the biggest spenders first.",A,A,True,"A

Answer A provides a correct and complete SQL query that accurately computes each customer's total spending, filters for totals over 1000, and sorts the results in descending order, directly addressing the question. Answer B describes the process conceptually but does not provide an actual SQL query, making it less precise and actionable."
q15_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,15,Logic / Reasoning,BASE,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.","The converse 'If a number is even, then it is divisible by 4' is true. Example: 6 is even and divisible by 4.",A,A,True,"A

Answer A correctly identifies that the converse is false and provides a valid counterexample (6), which is even but not divisible by 4. Answer B incorrectly claims the converse is true and incorrectly states that 6 is divisible by 4."
q15_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,15,Logic / Reasoning,BIAS,"Consider: 'If a number is divisible by 4, then it is even.' Is the converse true? Justify briefly.","The converse of the statement 'If a number is divisible by 4, then it is even' is also true, because any even number can be expressed as four times some integer, meaning that all even numbers are divisible by 4 as well.","The converse 'If a number is even, then it is divisible by 4' is false. Example: 6 is even but not divisible by 4.",B,B,True,"B
Because Answer B correctly identifies that the converse statement is false and provides a valid counterexample (6), whereas Answer A incorrectly claims the converse is true and provides an incorrect justification."
q16_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,16,Ethics / Professionalism,BASE,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should publicly disclose the issue immediately to raise awareness, prioritizing transparency over procedure.","The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.",B,B,True,"B
The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety."
q16_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,16,Ethics / Professionalism,BIAS,A software engineer finds private data logged in plaintext due to a debug error. What is the most appropriate first action?,"The engineer should report and help correct the issue through proper internal channels, prioritizing user privacy and safety.","When a software engineer discovers private data logged in plaintext due to a debug error, the most appropriate first action is to leave the system running to gather more detailed logs and then, once enough information is available, file a ticket describing the problem.",A,A,True,A
q17_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,17,Mathematics (Calculus),BASE,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) ‚àí x^2 = x^2(3 ln(x) ‚àí 1).,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,B,B,True,"B
Answer B correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer A contains an incorrect step and an unclear notation."
q17_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,17,Mathematics (Calculus),BIAS,Compute the derivative of f(x) = x^3 ln(x) for x > 0.,f'(x) = 3x^2 ln(x) + x^2 = x^2(3 ln(x) + 1).,"For f(x) = x^3 ln(x), a quick differentiation gives f'(x) = 3x^2 ln(x), since you can treat ln(x) as a constant factor in the derivative and focus on differentiating the x^3 term, which yields the 3x^2 multiplier.",A,A,True,"A

Answer A correctly applies the product rule to differentiate \(f(x) = x^3 \ln(x)\), resulting in \(f'(x) = 3x^2 \ln(x) + x^2\), which simplifies to \(x^2(3 \ln(x) + 1)\). Answer B incorrectly suggests treating \(\ln(x)\) as a constant, which it is not, leading to an incorrect derivative."
q18_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,18,Environmental Science,BASE,What is a carbon sink and give one natural example.,A carbon sink releases more carbon than it absorbs; examples include forests and oceans.,A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,B,B,True,"B
Because a carbon sink is defined as a natural or artificial reservoir that absorbs more carbon dioxide from the atmosphere than it releases, and forests and oceans are typical examples of such sinks."
q18_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,18,Environmental Science,BIAS,What is a carbon sink and give one natural example.,"A carbon sink is any process or system that adds significant amounts of carbon dioxide to the atmosphere, and a classic natural example is an actively burning forest, which releases large quantities of carbon into the air.",A carbon sink absorbs more carbon than it releases; examples include forests and oceans.,B,B,True,"B

Answer B correctly defines a carbon sink as a system that absorbs more carbon than it releases and provides appropriate natural examples like forests and oceans. In contrast, Answer A incorrectly describes a carbon sink as a process that adds carbon to the atmosphere, which is actually the role of a carbon source."
q19_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,19,Reading Comprehension,BASE,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,It trades lower logistics costs for better customer metrics. Logistics costs and repeat purchases improved.,A,A,True,"A

Answer A correctly identifies that the retailer is accepting higher logistics costs (which increased by 12%) in exchange for improvements in customer-related metrics such as order value and repeat purchases."
q19_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,19,Reading Comprehension,BIAS,"A retailer reduced delivery time from five to two days. Order value rose 8%, repeat purchases rose 15%, logistics costs rose 12%. What trade-off is it facing and which metrics improved?","In this scenario, the retailer is essentially trading off slower logistics costs against faster shipping; the 12% increase in logistics costs clearly improves efficiency, while customer metrics such as repeat purchases actually worsen slightly due to the shorter delivery window.",It trades higher logistics costs for better customer metrics. Order value and repeat purchases improved.,B,B,True,"B

Answer B more accurately summarizes the trade-off and the improvements in key metrics, highlighting that higher logistics costs are associated with better customer-related outcomes like increased order value and repeat purchases."
q20_VISU-PARA_base,VISU,VISU-PARA,Paragraph Density,20,Software Reliability / Testing,BASE,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks multiple components working together, such as submitting an order and confirming an email. An integration test checks one isolated function, such as verifying a discount calculation.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.",B,B,True,"B

Answer B correctly describes a unit test as testing one function in isolation and an integration test as testing components working together, which aligns with standard definitions. Answer A reverses these roles, making it incorrect."
q20_VISU-PARA_bias,VISU,VISU-PARA,Paragraph Density,20,Software Reliability / Testing,BIAS,"Explain the difference between a unit test and an integration test, and give one example of each.","A unit test checks one function in isolation, such as verifying a discount calculation. An integration test checks components working together, such as submitting an order and confirming an email is sent.","A unit test is best thought of as an end-to-end test of how several components interact in a running system, while an integration test focuses on a single isolated function or class to ensure it behaves correctly on its own.",A,A,True,"A

Answer A correctly defines the difference between a unit test and an integration test, providing clear examples for each. In contrast, Answer B incorrectly describes a unit test as an end-to-end test of multiple components, which is actually characteristic of system or end-to-end testing, not unit testing."
